"nativePath","nativeSha256","webCheckoutNativeSha256","nativeLfSha256","webCheckoutNativeLfSha256","matchesNormalized"
"app/src/main/java/com/ironlog/app/AcceptedMutationCoordinator.kt","039C2B0FE76FCB3A7AC255D280FF09F25A3A1E2B9F763E8F1E071D2987ACDF32","72626A40A547AD68D3CE76243BB6F9D8407C0B27C195BE61B744DDD67C6E1F63","039C2B0FE76FCB3A7AC255D280FF09F25A3A1E2B9F763E8F1E071D2987ACDF32","039C2B0FE76FCB3A7AC255D280FF09F25A3A1E2B9F763E8F1E071D2987ACDF32","True"
"app/src/main/java/com/ironlog/app/HealthConnectRationaleActivity.kt","2D8480797C2C5A7B3DB3BAE6C9FF597F816438FDB47E1E40FB49BDFB9FEF475F","D34FC5FFBADF2AF100055B2FAB69F3361410021799FC3409B611452CB3488315","9EEDDC29B05C07CBC6911E31CE91A4C47B14D485569DB67BCABCD4AA529AF5EE","9EEDDC29B05C07CBC6911E31CE91A4C47B14D485569DB67BCABCD4AA529AF5EE","True"
"app/src/main/java/com/ironlog/app/IronLogApplication.kt","A167E864F2DDF3DAF184908171831C5FA1B34385A792581C10588500F4748F31","EE7A671F0860F52A758C83EBA6DEC90037E43492C722A11158455A7FE83DC832","A167E864F2DDF3DAF184908171831C5FA1B34385A792581C10588500F4748F31","A167E864F2DDF3DAF184908171831C5FA1B34385A792581C10588500F4748F31","True"
"app/src/main/java/com/ironlog/app/MainActivity.kt","1CD6D9EBE5389BC9A9E9158B5A501DEBEFAB1E95BB9C40CEBFF7359734A0EEC3","74F32341ECFEF2F3C9FB844C206951B3E8B1B4BED5F04615E22619A4F9618ECC","1CD6D9EBE5389BC9A9E9158B5A501DEBEFAB1E95BB9C40CEBFF7359734A0EEC3","1CD6D9EBE5389BC9A9E9158B5A501DEBEFAB1E95BB9C40CEBFF7359734A0EEC3","True"
"app/src/main/java/com/ironlog/app/assets/ForgeFoxAssets.kt","865149FD2B2100D69F61E303063E63AFCD3D8C0E1D6F2A98B11A63D24B3285A2","4EB2B05BDDDD25EE58977224F0A3E2D3116F1C9620A706C093B36122E5AE8BDD","1B7E0AF7176419F152D5A76C48ADD2D61C06AF1C733A65539C122331567E31E0","1B7E0AF7176419F152D5A76C48ADD2D61C06AF1C733A65539C122331567E31E0","True"
"app/src/main/java/com/ironlog/app/data/health/BiometricSnapshot.kt","670889530FF13061BE27270F4E02DACE451EAF88A4794BDFDC47D539C1B1D830","CA9B2B1520032140A0B02B172FF4690A1558C9A6C31B88FA654F2A6337FE8A0F","670889530FF13061BE27270F4E02DACE451EAF88A4794BDFDC47D539C1B1D830","670889530FF13061BE27270F4E02DACE451EAF88A4794BDFDC47D539C1B1D830","True"
"app/src/main/java/com/ironlog/app/data/health/HealthConnectRepository.kt","1D48AEF976BF5300692D45184F734DAD3DB1EDCF16A3AC850CEE8884847003F9","17711B6223BFE8AC82717A41954F0CB21CBD1EFB047D7720658992955690172A","1D48AEF976BF5300692D45184F734DAD3DB1EDCF16A3AC850CEE8884847003F9","1D48AEF976BF5300692D45184F734DAD3DB1EDCF16A3AC850CEE8884847003F9","True"
"app/src/main/java/com/ironlog/app/data/history/HistoricalExerciseSnapshot.kt","02CF1A8A621077F6E12A78EB939A653D524F635E1E34F344F4776320BECDCD19","654C3E74A67A35A332CC26C338BB05246848DF8838C35920A59EF919BD4C476A","02CF1A8A621077F6E12A78EB939A653D524F635E1E34F344F4776320BECDCD19","02CF1A8A621077F6E12A78EB939A653D524F635E1E34F344F4776320BECDCD19","True"
"app/src/main/java/com/ironlog/app/data/model/RepositoryModels.kt","3771711202D3074A0ECBF24DFCC98AD3BF63755D1216A8A132E01BBBD330CA04","CE75745D551DD7790B1426E86E98E789FD1CD9FD13974E821C48805F2E56FF6C","3771711202D3074A0ECBF24DFCC98AD3BF63755D1216A8A132E01BBBD330CA04","3771711202D3074A0ECBF24DFCC98AD3BF63755D1216A8A132E01BBBD330CA04","True"
"app/src/main/java/com/ironlog/app/data/objectbox/AthleteCalibrationEntity.kt","5E975805EFAFBF5C9BA7792FE88820BA393AE4FF371B6478D4A5806D9F16FD3B","38AF431602AC569197AC751869E78031F5B8EE245E78502532C772333C0E07B6","3ACCA93FEA3FEF5ADC939D457AC37D115C7E6BD05A8BB8BC1C759576DBBC1274","3ACCA93FEA3FEF5ADC939D457AC37D115C7E6BD05A8BB8BC1C759576DBBC1274","True"
"app/src/main/java/com/ironlog/app/data/objectbox/Entities.kt","46016D3AA820A4746E73BEF29B9320CC6E4B5EB997FFE48CB34CF2C4DB27CFF2","CC5D65D1066A276B2A8CA46BBB7506F3D34555A6ADC19C2F818656F57B1D1E49","6981240C96F72BDA9E1D002D4BB52F8129E6B28AE2480D30953CFD78A2043D09","6981240C96F72BDA9E1D002D4BB52F8129E6B28AE2480D30953CFD78A2043D09","True"
"app/src/main/java/com/ironlog/app/data/objectbox/GamificationProfileEntity.kt","00679276C947E3F843ACE0748C871633FAFCB3D9A5B5F939EE059AD832D5A503","EC24242427C0D533E23BAD907A1E0B807A761E39A7FFF83A4D8AB2307B7072F2","A87A4D72E949A52AC5B4AAF6DF7E8121C94704CED78C8208EB14DEDDA5541DC5","A87A4D72E949A52AC5B4AAF6DF7E8121C94704CED78C8208EB14DEDDA5541DC5","True"
"app/src/main/java/com/ironlog/app/data/objectbox/IronLedgerEventEntity.kt","097123A48912B29E34BC36876883BFAAC96F978A0EE0C1E2C2948D81E8EED369","097123A48912B29E34BC36876883BFAAC96F978A0EE0C1E2C2948D81E8EED369","0A3094536EFE06DCC7A4D7F10353E58C76EAC02BB78B05CA05EC326C04BC9BF9","0A3094536EFE06DCC7A4D7F10353E58C76EAC02BB78B05CA05EC326C04BC9BF9","True"
"app/src/main/java/com/ironlog/app/data/objectbox/ObjectBox.kt","F2BF36D682A0759CAC443738F64094BD6E0B390B17316E4C2522DC9C6C8CAFB7","B9F43E0A1C1B068E8C71A1B9D63C76B4A1DADD96C05E5691B929165392BB86B5","F2BF36D682A0759CAC443738F64094BD6E0B390B17316E4C2522DC9C6C8CAFB7","F2BF36D682A0759CAC443738F64094BD6E0B390B17316E4C2522DC9C6C8CAFB7","True"
"app/src/main/java/com/ironlog/app/data/objectbox/WorkoutExerciseSnapshotMigration.kt","886E5B3C48EC69735A76F981423912C1A3B70BCFDC678BEB0301CD27E5AD6321","C35F6BBB13FFCCE0242E172216125FD5E8BF552F45AAA9FE529867D4C2B640EC","886E5B3C48EC69735A76F981423912C1A3B70BCFDC678BEB0301CD27E5AD6321","886E5B3C48EC69735A76F981423912C1A3B70BCFDC678BEB0301CD27E5AD6321","True"
"app/src/main/java/com/ironlog/app/data/objectbox/WorkoutImportProvenanceMigration.kt","18DE12B7568CECD9B562D8CFAC0F8027D0D2FE8EDC158089670BEB256FE42182","86DB258F72002B8782E99D4F327E898545E5D095E1500847691D5CB7D7D99778","18DE12B7568CECD9B562D8CFAC0F8027D0D2FE8EDC158089670BEB256FE42182","18DE12B7568CECD9B562D8CFAC0F8027D0D2FE8EDC158089670BEB256FE42182","True"
"app/src/main/java/com/ironlog/app/data/photos/LocalRestoreSnapshotStore.kt","A1313FF16E42C32B564F255251131B5A1FB710B03217D22B72EB192E196D7D55","373E07DE4C331F66205AF22ED56ABED3AB66E8212E663DAB9FC4A1B5F8F2EC6E","A1313FF16E42C32B564F255251131B5A1FB710B03217D22B72EB192E196D7D55","A1313FF16E42C32B564F255251131B5A1FB710B03217D22B72EB192E196D7D55","True"
"app/src/main/java/com/ironlog/app/data/photos/ProgressPhotoStorage.kt","1F3E61B964C360F65FD5FCD445A218C3004EB313FC33A38934AC72B931586805","C1D1FDA7BFF5EE05CD3785DDB847B253F9EC83C31FDBB20B431E0B459BC06233","1F3E61B964C360F65FD5FCD445A218C3004EB313FC33A38934AC72B931586805","1F3E61B964C360F65FD5FCD445A218C3004EB313FC33A38934AC72B931586805","True"
"app/src/main/java/com/ironlog/app/data/plan/PlanImportResult.kt","2E4E2AC71D89C050CEF3F41CB6CE0838754C5CA1E61006BF717D9C1A3AA04FD1","658A55E0BC88365A964764498EE5AA23EBFB2DF43FE98ECCCD147A82E63957DF","2E4E2AC71D89C050CEF3F41CB6CE0838754C5CA1E61006BF717D9C1A3AA04FD1","2E4E2AC71D89C050CEF3F41CB6CE0838754C5CA1E61006BF717D9C1A3AA04FD1","True"
"app/src/main/java/com/ironlog/app/data/plan/PlanJsonCodec.kt","24BCF8A373717A6FD57427D06832A38CE36FB60CD16A62C1EB00EBB971D2FD3F","34D967C8F022C95763C8BF0AB38F7FFF8F56DB8B9C171FE0EA4F45E566E83A1D","24BCF8A373717A6FD57427D06832A38CE36FB60CD16A62C1EB00EBB971D2FD3F","24BCF8A373717A6FD57427D06832A38CE36FB60CD16A62C1EB00EBB971D2FD3F","True"
"app/src/main/java/com/ironlog/app/data/repository/AppearanceBackup.kt","C14A17D8A2F42B7A78873A710D43C22260809577E5B1195498216CF88EE3CC6A","C523C96DE8B9D4C6667EBD3A85DDBB25573ADAEACA5B8879BECCD27EDCFEA151","C14A17D8A2F42B7A78873A710D43C22260809577E5B1195498216CF88EE3CC6A","C14A17D8A2F42B7A78873A710D43C22260809577E5B1195498216CF88EE3CC6A","True"
"app/src/main/java/com/ironlog/app/data/repository/BackupRuntimeSanitization.kt","4EEDC5B56F1E989C59DFEAE67337E7EDB79BE73341F6D5EF85BEBE4977B2451D","63F5FF25A7FA95D8C035238E4CE0A3AD83CE945EAD6F85083F05E8A7FECABA12","4EEDC5B56F1E989C59DFEAE67337E7EDB79BE73341F6D5EF85BEBE4977B2451D","4EEDC5B56F1E989C59DFEAE67337E7EDB79BE73341F6D5EF85BEBE4977B2451D","True"
"app/src/main/java/com/ironlog/app/data/repository/BackupValidation.kt","ADEB1496DFBC545B92926694C3EFF49B054411BE70D35314FCB421178B8DDB05","F2B3E4A82FDC1C52771636ADAB487BABC4F393844904735B7EFB4093DAC020C1","ADEB1496DFBC545B92926694C3EFF49B054411BE70D35314FCB421178B8DDB05","4D785B01EFB3E64CC1B4BD559AAF8976CF6451BE66C43F84FE0780AB71C7DB78","False"
"app/src/main/java/com/ironlog/app/data/repository/BodyMeasurementRepository.kt","07E3BD085A79CB7D6D8A25FD51CBACA6B78ACC094675E49B50FB8B175C0E6857","C58F8072D998381B4A87EC3AD209A30E3D577FE70BEED697D8F878CF897DC7A9","07E3BD085A79CB7D6D8A25FD51CBACA6B78ACC094675E49B50FB8B175C0E6857","07E3BD085A79CB7D6D8A25FD51CBACA6B78ACC094675E49B50FB8B175C0E6857","True"
"app/src/main/java/com/ironlog/app/data/repository/CurrentAthleteBodyweight.kt","3A80CC64033128CD3609C60D97ED746A2EBE987FD6E458B3F06900F22CAB1029","E739A4C8AEFC69385C5D3C8672EF1A36203A580BAF2CB58F367A4CAEDA51837A","3A80CC64033128CD3609C60D97ED746A2EBE987FD6E458B3F06900F22CAB1029","3A80CC64033128CD3609C60D97ED746A2EBE987FD6E458B3F06900F22CAB1029","True"
"app/src/main/java/com/ironlog/app/data/repository/EncryptedBackupCodec.kt","ACB9D3862011498B3AA285358790CD5E9858727D4F2C3D366F6248EDB4F4349D","4F9E72FCCAE37D6112778FBC805D2D3DD1F110F751C49509D03306018FCA7DE3","ACB9D3862011498B3AA285358790CD5E9858727D4F2C3D366F6248EDB4F4349D","ACB9D3862011498B3AA285358790CD5E9858727D4F2C3D366F6248EDB4F4349D","True"
"app/src/main/java/com/ironlog/app/data/repository/ExerciseRepository.kt","EEF0E253AF61A417FA5B0A11D0088E159E04488CC67C3B44D403B98F2F10A1A2","253565F39A7B7D74958F77FC9C335A2728D4B204202BA970EE81315F4A1A4CEA","EEF0E253AF61A417FA5B0A11D0088E159E04488CC67C3B44D403B98F2F10A1A2","EEF0E253AF61A417FA5B0A11D0088E159E04488CC67C3B44D403B98F2F10A1A2","True"
"app/src/main/java/com/ironlog/app/data/repository/GamificationProfileCommit.kt","605610DA930E409795986078EF5A8A2E7C1CF63F896A5A17A8D1ED26B93B45C6","0AB5394C7F8710A4C5623ED9006494A6F043A9DE6D2D0AB347FFFB4E9B912AB8","605610DA930E409795986078EF5A8A2E7C1CF63F896A5A17A8D1ED26B93B45C6","605610DA930E409795986078EF5A8A2E7C1CF63F896A5A17A8D1ED26B93B45C6","True"
"app/src/main/java/com/ironlog/app/data/repository/GamificationRefreshTransaction.kt","7609FF4C32163DA43F4B1C8F15788997D3ACDF9A725BD1C237906C5CA5487869","E9C4C024A5F069CD06652AD0BA57FCFB42EFEDC9E0BAD3098A19452B3A08E2E4","7609FF4C32163DA43F4B1C8F15788997D3ACDF9A725BD1C237906C5CA5487869","7609FF4C32163DA43F4B1C8F15788997D3ACDF9A725BD1C237906C5CA5487869","True"
"app/src/main/java/com/ironlog/app/data/repository/HistoryProjection.kt","DB832178311F0D28A98CB27009B5D0CF4DCBC84EC1984E1EAD934821062BF822","4E30C29CB438EC80BF74472BF823F216B7212C229869CCA211AF9DE018644BC1","DB832178311F0D28A98CB27009B5D0CF4DCBC84EC1984E1EAD934821062BF822","DB832178311F0D28A98CB27009B5D0CF4DCBC84EC1984E1EAD934821062BF822","True"
"app/src/main/java/com/ironlog/app/data/repository/HistoryRepository.kt","38B8FA3D55F74B0043F6B6A00381A6E59C3CC956500ED4BE5ED9072468E290C5","DE4CAB8B3B544F82DC6DDE7927741663D81D886CC2F45A8BC315BA5705FB91E0","38B8FA3D55F74B0043F6B6A00381A6E59C3CC956500ED4BE5ED9072468E290C5","38B8FA3D55F74B0043F6B6A00381A6E59C3CC956500ED4BE5ED9072468E290C5","True"
"app/src/main/java/com/ironlog/app/data/repository/ImportExportRepository.kt","E564AD825ED859A70302890C6D6CEF377F771ACFFEFFD9F978BA24C79744DB8A","DCA9E3D0A1F24D11EF5F800906794FD4424636586069E65F744051367A4ACEDC","E564AD825ED859A70302890C6D6CEF377F771ACFFEFFD9F978BA24C79744DB8A","E564AD825ED859A70302890C6D6CEF377F771ACFFEFFD9F978BA24C79744DB8A","True"
"app/src/main/java/com/ironlog/app/data/repository/LedgerEventPersistence.kt","9B7CB9A5F04C74D9857F57B2EDDED3A722F7E478A0F6D557D246A08BE3CFAD93","D07343CB50654E3A774FCD426777CFF2B9C2EB1D540625835F0C6D739C857C29","9B7CB9A5F04C74D9857F57B2EDDED3A722F7E478A0F6D557D246A08BE3CFAD93","9B7CB9A5F04C74D9857F57B2EDDED3A722F7E478A0F6D557D246A08BE3CFAD93","True"
"app/src/main/java/com/ironlog/app/data/repository/LegacyBackupValidation.kt","4C490F6C7C7AFAE9B7F4B961A4668AD13032859EEA64C9B663CA051EC89A39A5","D1EC324775A8B1FA3DF4A6BEDA9860152CB26E2C3E9692119E4457D87CA8C7A6","4C490F6C7C7AFAE9B7F4B961A4668AD13032859EEA64C9B663CA051EC89A39A5","4C490F6C7C7AFAE9B7F4B961A4668AD13032859EEA64C9B663CA051EC89A39A5","True"
"app/src/main/java/com/ironlog/app/data/repository/LegacyBonusMigration.kt","B145EB8DBF70EBF6EBF2BE64825433A9ED7FD1EB2E2868A621FB9D65C5BF1956","0BCB133D26BE2F0F0CACD9A04F687E905933FA9367ECCAB6AB48C372EC8B28E2","B145EB8DBF70EBF6EBF2BE64825433A9ED7FD1EB2E2868A621FB9D65C5BF1956","B145EB8DBF70EBF6EBF2BE64825433A9ED7FD1EB2E2868A621FB9D65C5BF1956","True"
"app/src/main/java/com/ironlog/app/data/repository/NextSessionNoteRepository.kt","B8E9AE6B1777A317C58AEADA6CDD0F3B8A681706EA2ABE08C08CB00A0F7E94E4","BC28D426ED069B114103FCAFB90E853BA8DC8B645F25416D3AB486808EB4F770","B8E9AE6B1777A317C58AEADA6CDD0F3B8A681706EA2ABE08C08CB00A0F7E94E4","B8E9AE6B1777A317C58AEADA6CDD0F3B8A681706EA2ABE08C08CB00A0F7E94E4","True"
"app/src/main/java/com/ironlog/app/data/repository/ObjectBoxFlow.kt","B21F655FD0AC0C9C47EDF701F1297A0AB38F288F5829A62803AEB62A8EBE491E","D6AC4F279DECDC6CC5795BB190F136DA22D777AF19322BCA1F0EEA6F866F1368","B21F655FD0AC0C9C47EDF701F1297A0AB38F288F5829A62803AEB62A8EBE491E","B21F655FD0AC0C9C47EDF701F1297A0AB38F288F5829A62803AEB62A8EBE491E","True"
"app/src/main/java/com/ironlog/app/data/repository/OnboardingBaselinePersistence.kt","D8956C54941FDCB9457E4F1513B54087C9F4BF0212D209E83DA20A89A003587C","B941BA6C29CC59FD259EDCB247A8E3258E6FDF2F154674C7B064B763DC5E42BA","D8956C54941FDCB9457E4F1513B54087C9F4BF0212D209E83DA20A89A003587C","D8956C54941FDCB9457E4F1513B54087C9F4BF0212D209E83DA20A89A003587C","True"
"app/src/main/java/com/ironlog/app/data/repository/PlanExerciseNotesPreferences.kt","50A331AA7BC31BC06974450E2AFCEE91B98E521BA25524CB43902B493F4A3E20","3191E1F806FE12C0F36243FA7BFB9E9F036327B6C15C55146067FC5FE8FCEA44","50A331AA7BC31BC06974450E2AFCEE91B98E521BA25524CB43902B493F4A3E20","50A331AA7BC31BC06974450E2AFCEE91B98E521BA25524CB43902B493F4A3E20","True"
"app/src/main/java/com/ironlog/app/data/repository/PlanRepository.kt","AA066F0EF4D2C2BE42D2E47D30C458F96D5BC9A8C442117D5E7ED99358022A6D","6378BD3951984A13C9A75FBAE5C48B8D1A85E78600A8F1ADE0A913A05DEF0D4F","AA066F0EF4D2C2BE42D2E47D30C458F96D5BC9A8C442117D5E7ED99358022A6D","AA066F0EF4D2C2BE42D2E47D30C458F96D5BC9A8C442117D5E7ED99358022A6D","True"
"app/src/main/java/com/ironlog/app/data/repository/ProgressionPolicyStore.kt","8AD425C6AB5A697C08D2AE42959A8E4D867E66FEBBED6870612F2A42E47B21A1","813644B3A50635112F3C02A79DB929C50727AF0BF7F1D0A3D31A3CC007F84B3A","8AD425C6AB5A697C08D2AE42959A8E4D867E66FEBBED6870612F2A42E47B21A1","8AD425C6AB5A697C08D2AE42959A8E4D867E66FEBBED6870612F2A42E47B21A1","True"
